GERMPLASM,LOCATION,RANGE,ROW,RANGEROW,LOCAL_ROW,LOCAL_RANGE,PLOT,YIELD
LINE231,LOCATION2,2,129,2129,31,1,31,1708
CHECK01,LOCATION2,3,129,3129,31,2,36,2014
LINE032,LOCATION2,4,129,4129,31,3,97,1398
LINE106,LOCATION2,5,129,5129,31,4,102,1307
LINE184,LOCATION2,6,129,6129,31,5,163,1833
LINE166,LOCATION2,7,129,7129,31,6,168,1069
LINE265,LOCATION2,8,129,8129,31,7,229,981
LINE004,LOCATION2,9,129,9129,31,8,234,1008
LINE061,LOCATION2,10,129,10129,31,9,295,1499
LINE217,LOCATION2,11,129,11129,31,10,300,1388
LINE122,LOCATION2,2,130,2130,32,1,32,1929
LINE063,LOCATION2,3,130,3130,32,2,35,1884
LINE121,LOCATION2,4,130,4130,32,3,98,1883
LINE263,LOCATION2,5,130,5130,32,4,101,1966
LINE118,LOCATION2,6,130,6130,32,5,164,1752
LINE056,LOCATION2,7,130,7130,32,6,167,1851
CHECK01,LOCATION2,8,130,8130,32,7,230,1939
LINE183,LOCATION2,9,130,9130,32,8,233,1798
LINE150,LOCATION2,10,130,10130,32,9,296,1058
LINE047,LOCATION2,11,130,11130,32,10,299,1526
LINE066,LOCATION2,2,131,2131,33,1,33,1589
LINE174,LOCATION2,3,131,3131,33,2,34,1497
LINE282,LOCATION2,4,131,4131,33,3,99,1611
LINE037,LOCATION2,5,131,5131,33,4,100,1614
LINE042,LOCATION2,6,131,6131,33,5,165,1575
LINE127,LOCATION2,7,131,7131,33,6,166,1566
LINE267,LOCATION2,8,131,8131,33,7,231,733
LINE281,LOCATION2,9,131,9131,33,8,232,1662
LINE102,LOCATION2,10,131,10131,33,9,297,1544
LINE203,LOCATION2,11,131,11131,33,10,298,1301
LINE054,LOCATION3,18,29,18029,1,1,1,1180
LINE024,LOCATION3,19,29,19029,1,2,66,1164
LINE188,LOCATION3,20,29,20029,1,3,67,1059
LINE278,LOCATION3,21,29,21029,1,4,132,960
LINE013,LOCATION3,22,29,22029,1,5,133,1285
LINE050,LOCATION3,23,29,23029,1,6,198,1020
LINE164,LOCATION3,24,29,24029,1,7,199,984
LINE014,LOCATION3,25,29,25029,1,8,264,1100
LINE059,LOCATION3,26,29,26029,1,9,265,1237
LINE110,LOCATION3,27,29,27029,1,10,330,1064
LINE287,LOCATION3,18,31,18031,2,1,2,1167
LINE161,LOCATION3,19,31,19031,2,2,65,1039
LINE186,LOCATION3,20,31,20031,2,3,68,1188
LINE040,LOCATION3,21,31,21031,2,4,131,1388
LINE029,LOCATION3,22,31,22031,2,5,134,1204
LINE047,LOCATION3,23,31,23031,2,6,197,960
LINE190,LOCATION3,24,31,24031,2,7,200,1417
LINE106,LOCATION3,25,31,25031,2,8,263,1033
LINE076,LOCATION3,26,31,26031,2,9,266,1174
LINE032,LOCATION3,27,31,27031,2,10,329,1341
LINE099,LOCATION3,18,33,18033,3,1,3,1227
LINE270,LOCATION3,19,33,19033,3,2,64,1060
LINE246,LOCATION3,20,33,20033,3,3,69,1181
LINE046,LOCATION3,21,33,21033,3,4,130,1062
CHECK04,LOCATION3,22,33,22033,3,5,135,1616
LINE191,LOCATION3,23,33,23033,3,6,196,1399
LINE128,LOCATION3,24,33,24033,3,7,201,1619
LINE268,LOCATION3,25,33,25033,3,8,262,1083
LINE233,LOCATION3,26,33,26033,3,9,267,1302
LINE222,LOCATION3,27,33,27033,3,10,328,1498
LINE107,LOCATION3,18,35,18035,4,1,4,1003
LINE229,LOCATION3,19,35,19035,4,2,63,1459
LINE143,LOCATION3,20,35,20035,4,3,70,1191
LINE288,LOCATION3,21,35,21035,4,4,129,1259
LINE067,LOCATION3,22,35,22035,4,5,136,860
LINE065,LOCATION3,23,35,23035,4,6,195,1391
LINE179,LOCATION3,24,35,24035,4,7,202,1164
LINE096,LOCATION3,25,35,25035,4,8,261,1086
LINE119,LOCATION3,26,35,26035,4,9,268,1168
CHECK04,LOCATION3,27,35,27035,4,10,327,1299
LINE062,LOCATION3,18,37,18037,5,1,5,1441
LINE039,LOCATION3,19,37,19037,5,2,62,1492
LINE175,LOCATION3,20,37,20037,5,3,71,1050
CHECK03,LOCATION3,21,37,21037,5,4,128,1629
LINE200,LOCATION3,22,37,22037,5,5,137,1543
LINE097,LOCATION3,23,37,23037,5,6,194,1132
LINE172,LOCATION3,24,37,24037,5,7,203,1135
LINE081,LOCATION3,25,37,25037,5,8,260,1176
LINE193,LOCATION3,26,37,26037,5,9,269,1233
LINE160,LOCATION3,27,37,27037,5,10,326,1155
LINE004,LOCATION3,18,39,18039,6,1,6,1191
LINE154,LOCATION3,19,39,19039,6,2,61,1378
LINE178,LOCATION3,20,39,20039,6,3,72,1620
LINE072,LOCATION3,21,39,21039,6,4,127,1106
LINE017,LOCATION3,22,39,22039,6,5,138,1436
LINE237,LOCATION3,23,39,23039,6,6,193,1262
LINE020,LOCATION3,24,39,24039,6,7,204,1395
LINE018,LOCATION3,25,39,25039,6,8,259,1442
CHECK03,LOCATION3,26,39,26039,6,9,270,1666
LINE279,LOCATION3,27,39,27039,6,10,325,1409
LINE285,LOCATION3,18,41,18041,7,1,7,1348
LINE264,LOCATION3,19,41,19041,7,2,60,897
CHECK04,LOCATION3,20,41,20041,7,3,73,1407
LINE226,LOCATION3,21,41,21041,7,4,126,1181
LINE223,LOCATION3,22,41,22041,7,5,139,1135
LINE044,LOCATION3,23,41,23041,7,6,192,1042
LINE116,LOCATION3,24,41,24041,7,7,205,1194
LINE292,LOCATION3,25,41,25041,7,8,258,824
LINE199,LOCATION3,26,41,26041,7,9,271,1069
LINE056,LOCATION3,27,41,27041,7,10,324,1515
LINE129,LOCATION3,18,43,18043,8,1,8,1436
LINE213,LOCATION3,19,43,19043,8,2,59,1169
LINE145,LOCATION3,20,43,20043,8,3,74,997
LINE108,LOCATION3,21,43,21043,8,4,125,1150
LINE063,LOCATION3,22,43,22043,8,5,140,1380
LINE079,LOCATION3,23,43,23043,8,6,191,1123
LINE208,LOCATION3,24,43,24043,8,7,206,1228
CHECK04,LOCATION3,25,43,25043,8,8,257,1568
LINE218,LOCATION3,26,43,26043,8,9,272,1139
LINE298,LOCATION3,27,43,27043,8,10,323,900
LINE180,LOCATION3,18,45,18045,9,1,9,1059
CHECK02,LOCATION3,19,45,19045,9,2,58,1792
LINE052,LOCATION3,20,45,20045,9,3,75,1456
LINE134,LOCATION3,21,45,21045,9,4,124,1317
CHECK04,LOCATION3,22,45,22045,9,5,141,1436
LINE171,LOCATION3,23,45,23045,9,6,190,1309
CHECK04,LOCATION3,24,45,24045,9,7,207,1480
LINE102,LOCATION3,25,45,25045,9,8,256,991
LINE025,LOCATION3,26,45,26045,9,9,273,1291
LINE070,LOCATION3,27,45,27045,9,10,322,1376
LINE187,LOCATION3,18,47,18047,10,1,10,1179
LINE094,LOCATION3,19,47,19047,10,2,57,1027
LINE036,LOCATION3,20,47,20047,10,3,76,1106
LINE136,LOCATION3,21,47,21047,10,4,123,1290
LINE197,LOCATION3,22,47,22047,10,5,142,1271
LINE061,LOCATION3,23,47,23047,10,6,189,979
CHECK02,LOCATION3,24,47,24047,10,7,208,1633
LINE049,LOCATION3,25,47,25047,10,8,255,1199
LINE026,LOCATION3,26,47,26047,10,9,274,1040
LINE101,LOCATION3,27,47,27047,10,10,321,940
CHECK04,LOCATION3,18,49,18049,11,1,11,1360
LINE087,LOCATION3,19,49,19049,11,2,56,1432
LINE289,LOCATION3,20,49,20049,11,3,77,1334
LINE140,LOCATION3,21,49,21049,11,4,122,1382
LINE253,LOCATION3,22,49,22049,11,5,143,1244
LINE105,LOCATION3,23,49,23049,11,6,188,984
LINE260,LOCATION3,24,49,24049,11,7,209,1423
LINE011,LOCATION3,25,49,25049,11,8,254,1186
LINE033,LOCATION3,26,49,26049,11,9,275,1234
LINE090,LOCATION3,27,49,27049,11,10,320,1268
LINE001,LOCATION3,18,51,18051,12,1,12,1000
LINE163,LOCATION3,19,51,19051,12,2,55,902
LINE086,LOCATION3,20,51,20051,12,3,78,1399
LINE111,LOCATION3,21,51,21051,12,4,121,1092
LINE002,LOCATION3,22,51,22051,12,5,144,1150
CHECK04,LOCATION3,23,51,23051,12,6,187,1490
LINE230,LOCATION3,24,51,24051,12,7,210,1308
LINE068,LOCATION3,25,51,25051,12,8,253,1054
LINE135,LOCATION3,26,51,26051,12,9,276,1308
LINE037,LOCATION3,27,51,27051,12,10,319,1083
LINE127,LOCATION3,18,53,18053,13,1,13,1359
LINE220,LOCATION3,19,53,19053,13,2,54,1513
LINE269,LOCATION3,20,53,20053,13,3,79,1477
LINE168,LOCATION3,21,53,21053,13,4,120,1166
LINE300,LOCATION3,22,53,22053,13,5,145,1003
LINE085,LOCATION3,23,53,23053,13,6,186,1198
LINE030,LOCATION3,24,53,24053,13,7,211,1077
LINE277,LOCATION3,25,53,25053,13,8,252,1425
LINE290,LOCATION3,26,53,26053,13,9,277,1245
LINE162,LOCATION3,27,53,27053,13,10,318,1086
LINE121,LOCATION3,18,55,18055,14,1,14,1359
LINE123,LOCATION3,19,55,19055,14,2,53,1588
LINE215,LOCATION3,20,55,20055,14,3,80,1273
LINE005,LOCATION3,21,55,21055,14,4,119,1084
CHECK02,LOCATION3,22,55,22055,14,5,146,1521
LINE100,LOCATION3,23,55,23055,14,6,185,1339
LINE083,LOCATION3,24,55,24055,14,7,212,1589
LINE251,LOCATION3,25,55,25055,14,8,251,728
LINE239,LOCATION3,26,55,26055,14,9,278,1359
LINE035,LOCATION3,27,55,27055,14,10,317,1099
LINE280,LOCATION3,18,57,18057,15,1,15,917
LINE103,LOCATION3,19,57,19057,15,2,52,833
LINE009,LOCATION3,20,57,20057,15,3,81,1217
LINE152,LOCATION3,21,57,21057,15,4,118,1490
LINE066,LOCATION3,22,57,22057,15,5,147,953
LINE149,LOCATION3,23,57,23057,15,6,184,1022
LINE297,LOCATION3,24,57,24057,15,7,213,944
LINE231,LOCATION3,25,57,25057,15,8,250,1375
LINE113,LOCATION3,26,57,26057,15,9,279,1133
CHECK02,LOCATION3,27,57,27057,15,10,316,1606
LINE148,LOCATION3,18,59,18059,16,1,16,1178
LINE176,LOCATION3,19,59,19059,16,2,51,1056
LINE242,LOCATION3,20,59,20059,16,3,82,877
CHECK04,LOCATION3,21,59,21059,16,4,117,1371
LINE249,LOCATION3,22,59,22059,16,5,148,962
LINE291,LOCATION3,23,59,23059,16,6,183,1185
LINE060,LOCATION3,24,59,24059,16,7,214,1296
LINE124,LOCATION3,25,59,25059,16,8,249,1144
LINE201,LOCATION3,26,59,26059,16,9,280,1090
CHECK04,LOCATION3,27,59,27059,16,10,315,1553
LINE069,LOCATION3,18,61,18061,17,1,17,1222
LINE243,LOCATION3,19,61,19061,17,2,50,1160
LINE048,LOCATION3,20,61,20061,17,3,83,1151
LINE204,LOCATION3,21,61,21061,17,4,116,1289
LINE275,LOCATION3,22,61,22061,17,5,149,1257
LINE034,LOCATION3,23,61,23061,17,6,182,1010
CHECK04,LOCATION3,24,61,24061,17,7,215,1359
LINE114,LOCATION3,25,61,25061,17,8,248,1139
CHECK04,LOCATION3,26,61,26061,17,9,281,1236
LINE010,LOCATION3,27,61,27061,17,10,314,1286
LINE196,LOCATION3,18,63,18063,18,1,18,1417
LINE236,LOCATION3,19,63,19063,18,2,49,1003
CHECK01,LOCATION3,20,63,20063,18,3,84,1436
LINE198,LOCATION3,21,63,21063,18,4,115,1319
LINE244,LOCATION3,22,63,22063,18,5,150,1098
LINE003,LOCATION3,23,63,23063,18,6,181,1243
LINE207,LOCATION3,24,63,24063,18,7,216,1304
LINE182,LOCATION3,25,63,25063,18,8,247,996
LINE157,LOCATION3,26,63,26063,18,9,282,1101
LINE266,LOCATION3,27,63,27063,18,10,313,1036
LINE211,LOCATION3,18,65,18065,19,1,19,1040
LINE262,LOCATION3,19,65,19065,19,2,48,1488
LINE153,LOCATION3,20,65,20065,19,3,85,1124
LINE282,LOCATION3,21,65,21065,19,4,114,1141
LINE261,LOCATION3,22,65,22065,19,5,151,1201
LINE146,LOCATION3,23,65,23065,19,6,180,1080
LINE012,LOCATION3,24,65,24065,19,7,217,1054
CHECK01,LOCATION3,25,65,25065,19,8,246,1480
LINE117,LOCATION3,26,65,26065,19,9,283,1153
LINE158,LOCATION3,27,65,27065,19,10,312,998
LINE293,LOCATION3,18,67,18067,20,1,20,1337
CHECK03,LOCATION3,19,67,19067,20,2,47,1289
LINE118,LOCATION3,20,67,20067,20,3,86,1323
LINE077,LOCATION3,21,67,21067,20,4,113,1319
LINE235,LOCATION3,22,67,22067,20,5,152,1440
CHECK04,LOCATION3,23,67,23067,20,6,179,1723
LINE122,LOCATION3,24,67,24067,20,7,218,1301
LINE045,LOCATION3,25,67,25067,20,8,245,1193
LINE138,LOCATION3,26,67,26067,20,9,284,1195
LINE031,LOCATION3,27,67,27067,20,10,311,1436
LINE167,LOCATION3,18,69,18069,21,1,21,822
LINE210,LOCATION3,19,69,19069,21,2,46,1066
LINE240,LOCATION3,20,69,20069,21,3,87,881
LINE027,LOCATION3,21,69,21069,21,4,112,1035
LINE133,LOCATION3,22,69,22069,21,5,153,944
LINE195,LOCATION3,23,69,23069,21,6,178,973
CHECK04,LOCATION3,24,69,24069,21,7,219,1412
LINE227,LOCATION3,25,69,25069,21,8,244,1184
LINE205,LOCATION3,26,69,26069,21,9,285,1281
LINE274,LOCATION3,27,69,27069,21,10,310,996
LINE219,LOCATION3,18,71,18071,22,1,22,1238
LINE173,LOCATION3,19,71,19071,22,2,45,1270
LINE217,LOCATION3,20,71,20071,22,3,88,1322
LINE115,LOCATION3,21,71,21071,22,4,111,1423
LINE021,LOCATION3,22,71,22071,22,5,154,1409
LINE064,LOCATION3,23,71,23071,22,6,177,1467
LINE015,LOCATION3,24,71,24071,22,7,220,1126
LINE224,LOCATION3,25,71,25071,22,8,243,1017
LINE228,LOCATION3,26,71,26071,22,9,286,1376
LINE245,LOCATION3,27,71,27071,22,10,309,1201
LINE169,LOCATION3,18,73,18073,23,1,23,917
LINE209,LOCATION3,19,73,19073,23,2,44,1240
LINE095,LOCATION3,20,73,20073,23,3,89,992
LINE006,LOCATION3,21,73,21073,23,4,110,1055
LINE184,LOCATION3,22,73,22073,23,5,155,1020
CHECK03,LOCATION3,23,73,23073,23,6,176,1205
LINE255,LOCATION3,24,73,24073,23,7,221,1134
LINE057,LOCATION3,25,73,25073,23,8,242,1400
LINE170,LOCATION3,26,73,26073,23,9,287,1237
LINE265,LOCATION3,27,73,27073,23,10,308,846
LINE073,LOCATION3,18,75,18075,24,1,24,1176
LINE202,LOCATION3,19,75,19075,24,2,43,1229
LINE071,LOCATION3,20,75,20075,24,3,90,1162
LINE023,LOCATION3,21,75,21075,24,4,109,1283
LINE144,LOCATION3,22,75,22075,24,5,156,1193
LINE238,LOCATION3,23,75,23075,24,6,175,1186
LINE181,LOCATION3,24,75,24075,24,7,222,1054
LINE259,LOCATION3,25,75,25075,24,8,241,1214
LINE147,LOCATION3,26,75,26075,24,9,288,1152
LINE084,LOCATION3,27,75,27075,24,10,307,1255
LINE150,LOCATION3,18,77,18077,25,1,25,1047
LINE137,LOCATION3,19,77,19077,25,2,42,1247
LINE022,LOCATION3,20,77,20077,25,3,91,1232
LINE254,LOCATION3,21,77,21077,25,4,108,1422
CHECK01,LOCATION3,22,77,22077,25,5,157,1616
LINE286,LOCATION3,23,77,23077,25,6,174,1286
LINE080,LOCATION3,24,77,24077,25,7,223,1509
LINE092,LOCATION3,25,77,25077,25,8,240,1428
LINE177,LOCATION3,26,77,26077,25,9,289,1032
LINE247,LOCATION3,27,77,27077,25,10,306,1059
LINE194,LOCATION3,18,79,18079,26,1,26,1273
LINE263,LOCATION3,19,79,19079,26,2,41,1667
LINE043,LOCATION3,20,79,20079,26,3,92,1010
LINE272,LOCATION3,21,79,21079,26,4,107,1175
LINE267,LOCATION3,22,79,22079,26,5,158,1004
LINE028,LOCATION3,23,79,23079,26,6,173,1082
LINE281,LOCATION3,24,79,24079,26,7,224,1165
LINE216,LOCATION3,25,79,25079,26,8,239,1007
LINE192,LOCATION3,26,79,26079,26,9,290,1496
CHECK01,LOCATION3,27,79,27079,26,10,305,1692
LINE232,LOCATION3,18,81,18081,27,1,27,1100
LINE183,LOCATION3,19,81,19081,27,2,40,1276
LINE120,LOCATION3,20,81,20081,27,3,93,1162
CHECK02,LOCATION3,21,81,21081,27,4,106,1529
LINE142,LOCATION3,22,81,22081,27,5,159,1112
LINE082,LOCATION3,23,81,23081,27,6,172,1053
LINE098,LOCATION3,24,81,24081,27,7,225,891
LINE203,LOCATION3,25,81,25081,27,8,238,1023
LINE241,LOCATION3,26,81,26081,27,9,291,921
LINE257,LOCATION3,27,81,27081,27,10,304,1139
LINE042,LOCATION3,18,83,18083,28,1,28,1562
LINE159,LOCATION3,19,83,19083,28,2,39,890
LINE132,LOCATION3,20,83,20083,28,3,94,960
LINE256,LOCATION3,21,83,21083,28,4,105,1328
LINE299,LOCATION3,22,83,22083,28,5,160,883
LINE284,LOCATION3,23,83,23083,28,6,171,1245
LINE294,LOCATION3,24,83,24083,28,7,226,964
LINE155,LOCATION3,25,83,25083,28,8,237,1224
CHECK02,LOCATION3,26,83,26083,28,9,292,1645
LINE125,LOCATION3,27,83,27083,28,10,303,1031
LINE271,LOCATION3,18,85,18085,29,1,29,1180
LINE189,LOCATION3,19,85,19085,29,2,38,1356
CHECK04,LOCATION3,20,85,20085,29,3,95,1403
LINE126,LOCATION3,21,85,21085,29,4,104,1208
LINE088,LOCATION3,22,85,22085,29,5,161,1394
LINE058,LOCATION3,23,85,23085,29,6,170,1153
LINE185,LOCATION3,24,85,24085,29,7,227,1374
LINE078,LOCATION3,25,85,25085,29,8,236,1099
CHECK04,LOCATION3,26,85,26085,29,9,293,1455
LINE141,LOCATION3,27,85,27085,29,10,302,1320
LINE007,LOCATION3,18,87,18087,30,1,30,1032
LINE156,LOCATION3,19,87,19087,30,2,37,1185
LINE104,LOCATION3,20,87,20087,30,3,96,961
LINE214,LOCATION3,21,87,21087,30,4,103,1195
LINE252,LOCATION3,22,87,22087,30,5,162,1163
LINE273,LOCATION3,23,87,23087,30,6,169,1071
LINE248,LOCATION3,24,87,24087,30,7,228,848
CHECK03,LOCATION3,25,87,25087,30,8,235,1376
LINE130,LOCATION3,26,87,26087,30,9,294,1289
LINE174,LOCATION3,27,87,27087,30,10,301,911
LINE075,LOCATION3,18,89,18089,31,1,31,1201
CHECK01,LOCATION3,19,89,19089,31,2,36,1577
LINE051,LOCATION3,20,89,20089,31,3,97,1218
LINE109,LOCATION3,21,89,21089,31,4,102,1224
LINE225,LOCATION3,22,89,22089,31,5,163,1037
LINE283,LOCATION3,23,89,23089,31,6,168,1328
LINE166,LOCATION3,24,89,24089,31,7,229,750
LINE151,LOCATION3,25,89,25089,31,8,234,1241
LINE019,LOCATION3,26,89,26089,31,9,295,1519
LINE008,LOCATION3,27,89,27089,31,10,300,1105
LINE276,LOCATION3,18,91,18091,32,1,32,947
LINE112,LOCATION3,19,91,19091,32,2,35,1055
LINE139,LOCATION3,20,91,20091,32,3,98,981
LINE165,LOCATION3,21,91,21091,32,4,101,1167
LINE250,LOCATION3,22,91,22091,32,5,164,1077
LINE016,LOCATION3,23,91,23091,32,6,167,945
CHECK01,LOCATION3,24,91,24091,32,7,230,1414
LINE074,LOCATION3,25,91,25091,32,8,233,1058
LINE258,LOCATION3,26,91,26091,32,9,296,1213
LINE212,LOCATION3,27,91,27091,32,10,299,1219
LINE206,LOCATION3,18,93,18093,33,1,33,1250
LINE053,LOCATION3,19,93,19093,33,2,34,1275
LINE038,LOCATION3,20,93,20093,33,3,99,1456
LINE093,LOCATION3,21,93,21093,33,4,100,1087
LINE234,LOCATION3,22,93,22093,33,5,165,1037
LINE131,LOCATION3,23,93,23093,33,6,166,1271
LINE221,LOCATION3,24,93,24093,33,7,231,1116
LINE089,LOCATION3,25,93,25093,33,8,232,1540
LINE055,LOCATION3,26,93,26093,33,9,297,1585
LINE041,LOCATION3,27,93,27093,33,10,298,1357
LINE057,LOCATION4,4,86,4086,1,1,1,823
LINE283,LOCATION4,5,86,5086,1,2,66,857
LINE002,LOCATION4,6,86,6086,1,3,67,652
LINE179,LOCATION4,7,86,7086,1,4,132,668
LINE250,LOCATION4,8,86,8086,1,5,133,
LINE222,LOCATION4,9,86,9086,1,6,198,663
LINE200,LOCATION4,10,86,10086,1,7,199,475
LINE146,LOCATION4,11,86,11086,1,8,264,870
LINE216,LOCATION4,12,86,12086,1,9,265,563
LINE201,LOCATION4,13,86,13086,1,10,330,551
LINE232,LOCATION4,4,87,4087,2,1,2,921
LINE023,LOCATION4,5,87,5087,2,2,65,626
LINE082,LOCATION4,6,87,6087,2,3,68,630
LINE150,LOCATION4,7,87,7087,2,4,131,680
LINE211,LOCATION4,8,87,8087,2,5,134,582
LINE279,LOCATION4,9,87,9087,2,6,197,746
LINE028,LOCATION4,10,87,10087,2,7,200,759
LINE151,LOCATION4,11,87,11087,2,8,263,787
LINE171,LOCATION4,12,87,12087,2,9,266,713
LINE184,LOCATION4,13,87,13087,2,10,329,976
LINE223,LOCATION4,4,88,4088,3,1,3,815
LINE257,LOCATION4,5,88,5088,3,2,64,705
LINE169,LOCATION4,6,88,6088,3,3,69,637
CHECK04,LOCATION4,7,88,7088,3,4,130,944
CHECK04,LOCATION4,8,88,8088,3,5,135,840
LINE095,LOCATION4,9,88,9088,3,6,196,652
CHECK04,LOCATION4,10,88,10088,3,7,201,993
LINE128,LOCATION4,11,88,11088,3,8,262,1076
LINE008,LOCATION4,12,88,12088,3,9,267,993
LINE066,LOCATION4,13,88,13088,3,10,328,800
LINE034,LOCATION4,4,89,4089,4,1,4,756
LINE121,LOCATION4,5,89,5089,4,2,63,1091
LINE024,LOCATION4,6,89,6089,4,3,70,734
CHECK04,LOCATION4,7,89,7089,4,4,129,950
LINE194,LOCATION4,8,89,8089,4,5,136,955
LINE172,LOCATION4,9,89,9089,4,6,195,573
LINE276,LOCATION4,10,89,10089,4,7,202,789
LINE280,LOCATION4,11,89,11089,4,8,261,849
LINE180,LOCATION4,12,89,12089,4,9,268,888
CHECK04,LOCATION4,13,89,13089,4,10,327,1013
LINE297,LOCATION4,4,90,4090,5,1,5,719
LINE064,LOCATION4,5,90,5090,5,2,62,958
LINE212,LOCATION4,6,90,6090,5,3,71,1031
CHECK03,LOCATION4,7,90,7090,5,4,128,1759
LINE053,LOCATION4,8,90,8090,5,5,137,515
LINE054,LOCATION4,9,90,9090,5,6,194,718
LINE123,LOCATION4,10,90,10090,5,7,203,
LINE195,LOCATION4,11,90,11090,5,8,260,986
LINE272,LOCATION4,12,90,12090,5,9,269,625
LINE247,LOCATION4,13,90,13090,5,10,326,730
LINE175,LOCATION4,4,91,4091,6,1,6,805
LINE241,LOCATION4,5,91,5091,6,2,61,579
LINE120,LOCATION4,6,91,6091,6,3,72,1007
LINE078,LOCATION4,7,91,7091,6,4,127,641
LINE115,LOCATION4,8,91,8091,6,5,138,339
LINE048,LOCATION4,9,91,9091,6,6,193,762
LINE079,LOCATION4,10,91,10091,6,7,204,668
LINE127,LOCATION4,11,91,11091,6,8,259,690
CHECK03,LOCATION4,12,91,12091,6,9,270,1415
LINE206,LOCATION4,13,91,13091,6,10,325,959
LINE030,LOCATION4,4,92,4092,7,1,7,1015
LINE029,LOCATION4,5,92,5092,7,2,60,856
CHECK04,LOCATION4,6,92,6092,7,3,73,842
LINE258,LOCATION4,7,92,7092,7,4,126,1004
LINE192,LOCATION4,8,92,8092,7,5,139,756
LINE033,LOCATION4,9,92,9092,7,6,192,764
LINE025,LOCATION4,10,92,10092,7,7,205,749
LINE239,LOCATION4,11,92,11092,7,8,258,795
LINE084,LOCATION4,12,92,12092,7,9,271,681
LINE271,LOCATION4,13,92,13092,7,10,324,936
LINE275,LOCATION4,4,93,4093,8,1,8,897
LINE177,LOCATION4,5,93,5093,8,2,59,808
LINE227,LOCATION4,6,93,6093,8,3,74,833
LINE191,LOCATION4,7,93,7093,8,4,125,1192
LINE173,LOCATION4,8,93,8093,8,5,140,678
LINE144,LOCATION4,9,93,9093,8,6,191,701
LINE229,LOCATION4,10,93,10093,8,7,206,963
CHECK04,LOCATION4,11,93,11093,8,8,257,879
LINE213,LOCATION4,12,93,12093,8,9,272,779
LINE102,LOCATION4,13,93,13093,8,10,323,815
LINE117,LOCATION4,4,94,4094,9,1,9,962
CHECK02,LOCATION4,5,94,5094,9,2,58,1714
LINE022,LOCATION4,6,94,6094,9,3,75,676
LINE161,LOCATION4,7,94,7094,9,4,124,995
LINE075,LOCATION4,8,94,8094,9,5,141,916
LINE185,LOCATION4,9,94,9094,9,6,190,830
LINE186,LOCATION4,10,94,10094,9,7,207,912
LINE089,LOCATION4,11,94,11094,9,8,256,907
LINE042,LOCATION4,12,94,12094,9,9,273,974
LINE020,LOCATION4,13,94,13094,9,10,322,912
LINE284,LOCATION4,4,95,4095,10,1,10,835
LINE261,LOCATION4,5,95,5095,10,2,57,930
LINE094,LOCATION4,6,95,6095,10,3,76,540
LINE100,LOCATION4,7,95,7095,10,4,123,747
LINE219,LOCATION4,8,95,8095,10,5,142,607
LINE130,LOCATION4,9,95,9095,10,6,189,797
CHECK02,LOCATION4,10,95,10095,10,7,208,1605
LINE243,LOCATION4,11,95,11095,10,8,255,666
LINE286,LOCATION4,12,95,12095,10,9,274,632
LINE298,LOCATION4,13,95,13095,10,10,321,721
CHECK04,LOCATION4,4,96,4096,11,1,11,963
LINE119,LOCATION4,5,96,5096,11,2,56,943
LINE027,LOCATION4,6,96,6096,11,3,77,750
LINE246,LOCATION4,7,96,7096,11,4,122,776
LINE046,LOCATION4,8,96,8096,11,5,143,948
LINE168,LOCATION4,9,96,9096,11,6,188,637
LINE269,LOCATION4,10,96,10096,11,7,209,676
LINE242,LOCATION4,11,96,11096,11,8,254,649
LINE037,LOCATION4,12,96,12096,11,9,275,670
LINE081,LOCATION4,13,96,13096,11,10,320,731
LINE067,LOCATION4,4,97,4097,12,1,12,529
LINE199,LOCATION4,5,97,5097,12,2,55,666
LINE113,LOCATION4,6,97,6097,12,3,78,887
LINE287,LOCATION4,7,97,7097,12,4,121,675
CHECK04,LOCATION4,8,97,8097,12,5,144,850
CHECK04,LOCATION4,9,97,9097,12,6,187,865
LINE178,LOCATION4,10,97,10097,12,7,210,791
LINE076,LOCATION4,11,97,11097,12,8,253,669
LINE049,LOCATION4,12,97,12097,12,9,276,634
LINE228,LOCATION4,13,97,13097,12,10,319,937
LINE214,LOCATION4,4,98,4098,13,1,13,556
LINE097,LOCATION4,5,98,5098,13,2,54,492
LINE149,LOCATION4,6,98,6098,13,3,79,374
LINE006,LOCATION4,7,98,7098,13,4,120,609
LINE001,LOCATION4,8,98,8098,13,5,145,544
LINE182,LOCATION4,9,98,9098,13,6,186,959
LINE143,LOCATION4,10,98,10098,13,7,211,545
LINE040,LOCATION4,11,98,11098,13,8,252,754
LINE218,LOCATION4,12,98,12098,13,9,277,439
LINE174,LOCATION4,13,98,13098,13,10,318,678
LINE142,LOCATION4,4,99,4099,14,1,14,798
LINE056,LOCATION4,5,99,5099,14,2,53,806
LINE204,LOCATION4,6,99,6099,14,3,80,756
LINE052,LOCATION4,7,99,7099,14,4,119,504
CHECK02,LOCATION4,8,99,8099,14,5,146,1643
LINE266,LOCATION4,9,99,9099,14,6,185,747
LINE004,LOCATION4,10,99,10099,14,7,212,602
LINE220,LOCATION4,11,99,11099,14,8,251,368
LINE111,LOCATION4,12,99,12099,14,9,278,680
LINE288,LOCATION4,13,99,13099,14,10,317,915
LINE129,LOCATION4,4,100,4100,15,1,15,1125
LINE031,LOCATION4,5,100,5100,15,2,52,777
