GERMPLASM,LOCATION,RANGE,ROW,RANGEROW,LOCAL_ROW,LOCAL_RANGE,PLOT,YIELD
LINE041,LOCATION5,11,201,11201,32,10,299,1247
LINE074,LOCATION5,2,202,2202,33,1,33,907
LINE160,LOCATION5,3,202,3202,33,2,34,732
LINE051,LOCATION5,4,202,4202,33,3,99,869
LINE080,LOCATION5,5,202,5202,33,4,100,1031
LINE010,LOCATION5,6,202,6202,33,5,165,1060
LINE214,LOCATION5,7,202,7202,33,6,166,767
LINE288,LOCATION5,8,202,8202,33,7,231,970
LINE204,LOCATION5,9,202,9202,33,8,232,986
LINE037,LOCATION5,10,202,10202,33,9,297,1148
LINE065,LOCATION5,11,202,11202,33,10,298,946
LINE050,LOCATION6,2,1,2001,1,1,1,1104
LINE004,LOCATION6,3,33,3033,1,2,66,1355
LINE243,LOCATION6,4,1,4001,1,3,67,1242
LINE075,LOCATION6,5,33,5033,1,4,132,1220
LINE287,LOCATION6,6,1,6001,1,5,133,1442
LINE127,LOCATION6,7,33,7033,1,6,198,1586
LINE177,LOCATION6,8,1,8001,1,7,199,1491
LINE240,LOCATION6,9,33,9033,1,8,264,1057
LINE290,LOCATION6,10,1,10001,1,9,265,1330
LINE012,LOCATION6,11,33,11033,1,10,330,1496
LINE262,LOCATION6,2,2,2002,2,1,2,1202
LINE011,LOCATION6,3,32,3032,2,2,65,1105
LINE286,LOCATION6,4,2,4002,2,3,68,1386
LINE093,LOCATION6,5,32,5032,2,4,131,1223
LINE118,LOCATION6,6,2,6002,2,5,134,1651
LINE008,LOCATION6,7,32,7032,2,6,197,1755
LINE103,LOCATION6,8,2,8002,2,7,200,1117
LINE129,LOCATION6,9,32,9032,2,8,263,1698
LINE283,LOCATION6,10,2,10002,2,9,266,1301
LINE265,LOCATION6,11,32,11032,2,10,329,1682
LINE160,LOCATION6,2,3,2003,3,1,3,1218
LINE263,LOCATION6,3,31,3031,3,2,64,1472
LINE096,LOCATION6,4,3,4003,3,3,69,1405
LINE014,LOCATION6,5,31,5031,3,4,130,1961
CHECK04,LOCATION6,6,3,6003,3,5,135,1785
LINE298,LOCATION6,7,31,7031,3,6,196,1494
LINE058,LOCATION6,8,3,8003,3,7,201,1368
LINE045,LOCATION6,9,31,9031,3,8,262,698
LINE227,LOCATION6,10,3,10003,3,9,267,1423
LINE140,LOCATION6,11,31,11031,3,10,328,1270
LINE230,LOCATION6,2,4,2004,4,1,4,1222
LINE025,LOCATION6,3,30,3030,4,2,63,1110
LINE238,LOCATION6,4,4,4004,4,3,70,1106
LINE292,LOCATION6,5,30,5030,4,4,129,987
LINE285,LOCATION6,6,4,6004,4,5,136,1536
LINE117,LOCATION6,7,30,7030,4,6,195,1304
LINE067,LOCATION6,8,4,8004,4,7,202,1245
LINE068,LOCATION6,9,30,9030,4,8,261,1219
LINE299,LOCATION6,10,4,10004,4,9,268,1589
CHECK04,LOCATION6,11,30,11030,4,10,327,1450
LINE019,LOCATION6,2,5,2005,5,1,5,1258
LINE201,LOCATION6,3,29,3029,5,2,62,1212
LINE190,LOCATION6,4,5,4005,5,3,71,1501
CHECK03,LOCATION6,5,29,5029,5,4,128,2433
LINE123,LOCATION6,6,5,6005,5,5,137,1618
LINE076,LOCATION6,7,29,7029,5,6,194,1088
LINE143,LOCATION6,8,5,8005,5,7,203,1325
LINE088,LOCATION6,9,29,9029,5,8,260,1585
LINE071,LOCATION6,10,5,10005,5,9,269,1269
LINE218,LOCATION6,11,29,11029,5,10,326,1495
LINE057,LOCATION6,2,6,2006,6,1,6,1254
LINE199,LOCATION6,3,28,3028,6,2,61,1108
LINE020,LOCATION6,4,6,4006,6,3,72,985
LINE161,LOCATION6,5,28,5028,6,4,127,1413
LINE221,LOCATION6,6,6,6006,6,5,138,916
LINE039,LOCATION6,7,28,7028,6,6,193,2097
LINE046,LOCATION6,8,6,8006,6,7,204,1378
LINE073,LOCATION6,9,28,9028,6,8,259,1680
CHECK03,LOCATION6,10,6,10006,6,9,270,1467
LINE246,LOCATION6,11,28,11028,6,10,325,1483
LINE003,LOCATION6,2,7,2007,7,1,7,931
LINE261,LOCATION6,3,27,3027,7,2,60,1124
CHECK04,LOCATION6,4,7,4007,7,3,73,1416
LINE086,LOCATION6,5,27,5027,7,4,126,1341
LINE215,LOCATION6,6,7,6007,7,5,139,1096
LINE027,LOCATION6,7,27,7027,7,6,192,1380
LINE234,LOCATION6,8,7,8007,7,7,205,1427
LINE268,LOCATION6,9,27,9027,7,8,258,1076
LINE136,LOCATION6,10,7,10007,7,9,271,1240
LINE151,LOCATION6,11,27,11027,7,10,324,1062
LINE023,LOCATION6,2,8,2008,8,1,8,1254
LINE042,LOCATION6,3,26,3026,8,2,59,1695
LINE040,LOCATION6,4,8,4008,8,3,74,1535
LINE146,LOCATION6,5,26,5026,8,4,125,1458
LINE142,LOCATION6,6,8,6008,8,5,140,1261
LINE175,LOCATION6,7,26,7026,8,6,191,1702
LINE222,LOCATION6,8,8,8008,8,7,206,1265
CHECK04,LOCATION6,9,26,9026,8,8,257,1664
LINE060,LOCATION6,10,8,10008,8,9,272,1752
LINE043,LOCATION6,11,26,11026,8,10,323,1098
LINE192,LOCATION6,2,9,2009,9,1,9,1343
CHECK02,LOCATION6,3,25,3025,9,2,58,2077
LINE028,LOCATION6,4,9,4009,9,3,75,1299
LINE134,LOCATION6,5,25,5025,9,4,124,1594
LINE191,LOCATION6,6,9,6009,9,5,141,1370
LINE022,LOCATION6,7,25,7025,9,6,190,1664
LINE254,LOCATION6,8,9,8009,9,7,207,1096
LINE098,LOCATION6,9,25,9025,9,8,256,1307
LINE178,LOCATION6,10,9,10009,9,9,273,1276
LINE035,LOCATION6,11,25,11025,9,10,322,1992
LINE074,LOCATION6,2,10,2010,10,1,10,1074
LINE180,LOCATION6,3,24,3024,10,2,57,1191
LINE061,LOCATION6,4,10,4010,10,3,76,1209
LINE277,LOCATION6,5,24,5024,10,4,123,837
LINE208,LOCATION6,6,10,6010,10,5,142,1053
LINE094,LOCATION6,7,24,7024,10,6,189,1145
CHECK02,LOCATION6,8,10,8010,10,7,208,1038
LINE138,LOCATION6,9,24,9024,10,8,255,1305
LINE145,LOCATION6,10,10,10010,10,9,274,1003
LINE110,LOCATION6,11,24,11024,10,10,321,1329
CHECK04,LOCATION6,2,11,2011,11,1,11,1528
LINE152,LOCATION6,3,23,3023,11,2,56,1329
LINE171,LOCATION6,4,11,4011,11,3,77,1222
LINE193,LOCATION6,5,23,5023,11,4,122,1282
LINE084,LOCATION6,6,11,6011,11,5,143,1247
LINE157,LOCATION6,7,23,7023,11,6,188,1249
LINE165,LOCATION6,8,11,8011,11,7,209,809
LINE072,LOCATION6,9,23,9023,11,8,254,1344
LINE251,LOCATION6,10,11,10011,11,9,275,913
LINE085,LOCATION6,11,23,11023,11,10,320,1851
LINE029,LOCATION6,2,12,2012,12,1,12,1552
LINE024,LOCATION6,3,22,3022,12,2,55,1390
LINE102,LOCATION6,4,12,4012,12,3,78,1195
LINE203,LOCATION6,5,22,5022,12,4,121,1902
LINE141,LOCATION6,6,12,6012,12,5,144,1490
CHECK04,LOCATION6,7,22,7022,12,6,187,2103
LINE053,LOCATION6,8,12,8012,12,7,210,996
LINE099,LOCATION6,9,22,9022,12,8,253,1350
LINE082,LOCATION6,10,12,10012,12,9,276,992
LINE126,LOCATION6,11,22,11022,12,10,319,1599
LINE016,LOCATION6,2,13,2013,13,1,13,839
LINE155,LOCATION6,3,21,3021,13,2,54,997
LINE213,LOCATION6,4,13,4013,13,3,79,1180
LINE264,LOCATION6,5,21,5021,13,4,120,1322
LINE139,LOCATION6,6,13,6013,13,5,145,1519
LINE131,LOCATION6,7,21,7021,13,6,186,1176
LINE249,LOCATION6,8,13,8013,13,7,211,1057
LINE144,LOCATION6,9,21,9021,13,8,252,1088
LINE170,LOCATION6,10,13,10013,13,9,277,1309
LINE015,LOCATION6,11,21,11021,13,10,318,1303
LINE130,LOCATION6,2,14,2014,14,1,14,770
LINE247,LOCATION6,3,20,3020,14,2,53,549
LINE055,LOCATION6,4,14,4014,14,3,80,1507
LINE174,LOCATION6,5,20,5020,14,4,119,1189
CHECK02,LOCATION6,6,14,6014,14,5,146,1697
LINE184,LOCATION6,7,20,7020,14,6,185,1193
LINE038,LOCATION6,8,14,8014,14,7,212,1272
LINE078,LOCATION6,9,20,9020,14,8,251,1206
LINE173,LOCATION6,10,14,10014,14,9,278,1135
LINE250,LOCATION6,11,20,11020,14,10,317,829
LINE233,LOCATION6,2,15,2015,15,1,15,1205
LINE064,LOCATION6,3,19,3019,15,2,52,1900
LINE206,LOCATION6,4,15,4015,15,3,81,1173
LINE079,LOCATION6,5,19,5019,15,4,118,1738
LINE276,LOCATION6,6,15,6015,15,5,147,1119
LINE219,LOCATION6,7,19,7019,15,6,184,1450
LINE105,LOCATION6,8,15,8015,15,7,213,684
LINE274,LOCATION6,9,19,9019,15,8,250,1257
LINE297,LOCATION6,10,15,10015,15,9,279,1171
CHECK02,LOCATION6,11,19,11019,15,10,316,1715
LINE294,LOCATION6,2,16,2016,16,1,16,1012
LINE070,LOCATION6,3,18,3018,16,2,51,
LINE062,LOCATION6,4,16,4016,16,3,82,1117
CHECK04,LOCATION6,5,18,5018,16,4,117,2139
LINE205,LOCATION6,6,16,6016,16,5,148,1155
LINE150,LOCATION6,7,18,7018,16,6,183,1532
CHECK04,LOCATION6,8,16,8016,16,7,214,1558
LINE209,LOCATION6,9,18,9018,16,8,249,1276
LINE272,LOCATION6,10,16,10016,16,9,280,1060
LINE124,LOCATION6,11,18,11018,16,10,315,1451
LINE223,LOCATION6,2,17,2017,17,1,17,
LINE063,LOCATION6,3,17,3017,17,2,50,
LINE197,LOCATION6,4,17,4017,17,3,83,
LINE187,LOCATION6,5,17,5017,17,4,116,1316
LINE077,LOCATION6,6,17,6017,17,5,149,1225
LINE278,LOCATION6,7,17,7017,17,6,182,1178
LINE156,LOCATION6,8,17,8017,17,7,215,1027
LINE188,LOCATION6,9,17,9017,17,8,248,788
CHECK04,LOCATION6,10,17,10017,17,9,281,1445
LINE056,LOCATION6,11,17,11017,17,10,314,1270
LINE013,LOCATION6,2,18,2018,18,1,18,
LINE080,LOCATION6,3,16,3016,18,2,49,876
CHECK01,LOCATION6,4,18,4018,18,3,84,953
LINE104,LOCATION6,5,16,5016,18,4,115,985
LINE176,LOCATION6,6,18,6018,18,5,150,1835
LINE109,LOCATION6,7,16,7016,18,6,181,918
LINE280,LOCATION6,8,18,8018,18,7,216,1337
LINE036,LOCATION6,9,16,9016,18,8,247,1548
LINE162,LOCATION6,10,18,10018,18,9,282,1503
LINE032,LOCATION6,11,16,11016,18,10,313,967
LINE119,LOCATION6,2,19,2019,19,1,19,1416
LINE101,LOCATION6,3,15,3015,19,2,48,1335
LINE271,LOCATION6,4,19,4019,19,3,85,1511
LINE097,LOCATION6,5,15,5015,19,4,114,1527
LINE125,LOCATION6,6,19,6019,19,5,151,1709
LINE100,LOCATION6,7,15,7015,19,6,180,1545
LINE083,LOCATION6,8,19,8019,19,7,217,1200
CHECK01,LOCATION6,9,15,9015,19,8,246,1459
LINE260,LOCATION6,10,19,10019,19,9,283,1412
LINE232,LOCATION6,11,15,11015,19,10,312,877
LINE255,LOCATION6,2,20,2020,20,1,20,1163
CHECK03,LOCATION6,3,14,3014,20,2,47,2001
LINE054,LOCATION6,4,20,4020,20,3,86,1450
LINE237,LOCATION6,5,14,5014,20,4,113,1271
LINE006,LOCATION6,6,20,6020,20,5,152,663
LINE200,LOCATION6,7,14,7014,20,6,179,789
LINE168,LOCATION6,8,20,8020,20,7,218,1157
LINE149,LOCATION6,9,14,9014,20,8,245,1148
LINE018,LOCATION6,10,20,10020,20,9,284,1219
LINE207,LOCATION6,11,14,11014,20,10,311,617
CHECK04,LOCATION6,2,21,2021,21,1,21,1802
LINE231,LOCATION6,3,13,3013,21,2,46,1255
LINE112,LOCATION6,4,21,4021,21,3,87,1464
LINE164,LOCATION6,5,13,5013,21,4,112,1266
LINE214,LOCATION6,6,21,6021,21,5,153,1295
LINE010,LOCATION6,7,13,7013,21,6,178,1085
CHECK04,LOCATION6,8,21,8021,21,7,219,1826
LINE186,LOCATION6,9,13,9013,21,8,244,1026
LINE252,LOCATION6,10,21,10021,21,9,285,1594
LINE210,LOCATION6,11,13,11013,21,10,310,1122
LINE153,LOCATION6,2,22,2022,22,1,22,2027
LINE258,LOCATION6,3,12,3012,22,2,45,1037
LINE291,LOCATION6,4,22,4022,22,3,88,1755
LINE059,LOCATION6,5,12,5012,22,4,111,1466
LINE087,LOCATION6,6,22,6022,22,5,154,1670
LINE216,LOCATION6,7,12,7012,22,6,177,744
LINE196,LOCATION6,8,22,8022,22,7,220,1959
LINE133,LOCATION6,9,12,9012,22,8,243,870
LINE089,LOCATION6,10,22,10022,22,9,286,1649
LINE052,LOCATION6,11,12,11012,22,10,309,1130
LINE030,LOCATION6,2,23,2023,23,1,23,1383
LINE241,LOCATION6,3,11,3011,23,2,44,1206
LINE182,LOCATION6,4,23,4023,23,3,89,1534
LINE017,LOCATION6,5,11,5011,23,4,110,1478
LINE007,LOCATION6,6,23,6023,23,5,155,1627
CHECK03,LOCATION6,7,11,7011,23,6,176,1496
CHECK04,LOCATION6,8,23,8023,23,7,221,1887
LINE148,LOCATION6,9,11,9011,23,8,242,1307
LINE266,LOCATION6,10,23,10023,23,9,287,995
LINE220,LOCATION6,11,11,11011,23,10,308,1607
LINE137,LOCATION6,2,24,2024,24,1,24,1062
LINE113,LOCATION6,3,10,3010,24,2,43,1272
LINE116,LOCATION6,4,24,4024,24,3,90,1372
LINE225,LOCATION6,5,10,5010,24,4,109,1167
LINE270,LOCATION6,6,24,6024,24,5,156,960
LINE185,LOCATION6,7,10,7010,24,6,175,813
LINE026,LOCATION6,8,24,8024,24,7,222,1387
LINE108,LOCATION6,9,10,9010,24,8,241,1441
LINE135,LOCATION6,10,24,10024,24,9,288,1090
CHECK04,LOCATION6,11,10,11010,24,10,307,1699
LINE236,LOCATION6,2,25,2025,25,1,25,1516
LINE033,LOCATION6,3,9,3009,25,2,42,796
LINE001,LOCATION6,4,25,4025,25,3,91,1146
LINE289,LOCATION6,5,9,5009,25,4,108,1435
CHECK01,LOCATION6,6,25,6025,25,5,157,1658
LINE300,LOCATION6,7,9,7009,25,6,174,1440
LINE179,LOCATION6,8,25,8025,25,7,223,1868
LINE253,LOCATION6,9,9,9009,25,8,240,2107
LINE163,LOCATION6,10,25,10025,25,9,289,1703
LINE066,LOCATION6,11,9,11009,25,10,306,1569
LINE242,LOCATION6,2,26,2026,26,1,26,1134
LINE189,LOCATION6,3,8,3008,26,2,41,1388
LINE229,LOCATION6,4,26,4026,26,3,92,1557
LINE257,LOCATION6,5,8,5008,26,4,107,1193
LINE122,LOCATION6,6,26,6026,26,5,158,1527
LINE226,LOCATION6,7,8,7008,26,6,173,921
LINE275,LOCATION6,8,26,8026,26,7,224,1302
LINE158,LOCATION6,9,8,9008,26,8,239,1153
LINE154,LOCATION6,10,26,10026,26,9,290,1365
CHECK01,LOCATION6,11,8,11008,26,10,305,1584
LINE065,LOCATION6,2,27,2027,27,1,27,1353
LINE081,LOCATION6,3,7,3007,27,2,40,945
LINE159,LOCATION6,4,27,4027,27,3,93,1026
CHECK02,LOCATION6,5,7,5007,27,4,106,1824
LINE248,LOCATION6,6,27,6027,27,5,159,926
LINE115,LOCATION6,7,7,7007,27,6,172,816
LINE107,LOCATION6,8,27,8027,27,7,225,982
LINE217,LOCATION6,9,7,9007,27,8,238,1011
LINE002,LOCATION6,10,27,10027,27,9,291,1237
LINE095,LOCATION6,11,7,11007,27,10,304,1213
LINE183,LOCATION6,2,28,2028,28,1,28,2028
LINE167,LOCATION6,3,6,3006,28,2,39,1124
CHECK04,LOCATION6,4,28,4028,28,3,94,2061
LINE181,LOCATION6,5,6,5006,28,4,105,1315
LINE288,LOCATION6,6,28,6028,28,5,160,1601
LINE267,LOCATION6,7,6,7006,28,6,171,1056
LINE282,LOCATION6,8,28,8028,28,7,226,1856
LINE132,LOCATION6,9,6,9006,28,8,237,1107
CHECK02,LOCATION6,10,28,10028,28,9,292,2161
LINE069,LOCATION6,11,6,11006,28,10,303,1263
LINE128,LOCATION6,2,29,2029,29,1,29,1940
LINE281,LOCATION6,3,5,3005,29,2,38,1485
CHECK04,LOCATION6,4,29,4029,29,3,95,2266
LINE041,LOCATION6,5,5,5005,29,4,104,1762
LINE090,LOCATION6,6,29,6029,29,5,161,2187
LINE259,LOCATION6,7,5,7005,29,6,170,1513
LINE239,LOCATION6,8,29,8029,29,7,227,1529
LINE111,LOCATION6,9,5,9005,29,8,236,1157
LINE273,LOCATION6,10,29,10029,29,9,293,1082
LINE147,LOCATION6,11,5,11005,29,10,302,917
CHECK04,LOCATION6,2,30,2030,30,1,30,1722
LINE114,LOCATION6,3,4,3004,30,2,37,1355
LINE106,LOCATION6,4,30,4030,30,3,96,1017
LINE244,LOCATION6,5,4,5004,30,4,103,1142
LINE235,LOCATION6,6,30,6030,30,5,162,1210
LINE194,LOCATION6,7,4,7004,30,6,169,1665
LINE047,LOCATION6,8,30,8030,30,7,228,1360
CHECK03,LOCATION6,9,4,9004,30,8,235,1301
LINE224,LOCATION6,10,30,10030,30,9,294,1243
LINE051,LOCATION6,11,4,11004,30,10,301,1212
LINE166,LOCATION6,2,31,2031,31,1,31,1116
CHECK01,LOCATION6,3,3,3003,31,2,36,1342
LINE048,LOCATION6,4,31,4031,31,3,97,2228
LINE204,LOCATION6,5,3,5003,31,4,102,1124
LINE293,LOCATION6,6,31,6031,31,5,163,2278
LINE195,LOCATION6,7,3,7003,31,6,168,1492
LINE121,LOCATION6,8,31,8031,31,7,229,400
LINE044,LOCATION6,9,3,9003,31,8,234,1389
LINE037,LOCATION6,10,31,10031,31,9,295,736
LINE034,LOCATION6,11,3,11003,31,10,300,1052
LINE269,LOCATION6,2,32,2032,32,1,32,1273
LINE172,LOCATION6,3,2,3002,32,2,35,1006
LINE279,LOCATION6,4,32,4032,32,3,98,1770
LINE120,LOCATION6,5,2,5002,32,4,101,1219
LINE049,LOCATION6,6,32,6032,32,5,164,1466
LINE031,LOCATION6,7,2,7002,32,6,167,1052
CHECK01,LOCATION6,8,32,8032,32,7,230,1540
LINE005,LOCATION6,9,2,9002,32,8,233,882
LINE169,LOCATION6,10,32,10032,32,9,296,1550
LINE198,LOCATION6,11,2,11002,32,10,299,1252
LINE211,LOCATION6,2,33,2033,33,1,33,461
LINE021,LOCATION6,3,1,3001,33,2,34,1030
LINE092,LOCATION6,4,33,4033,33,3,99,1006
LINE212,LOCATION6,5,1,5001,33,4,100,1196
LINE202,LOCATION6,6,33,6033,33,5,165,1631
LINE228,LOCATION6,7,1,7001,33,6,166,1432
LINE256,LOCATION6,8,33,8033,33,7,231,1632
LINE009,LOCATION6,9,1,9001,33,8,232,1302
LINE284,LOCATION6,10,33,10033,33,9,297,1274
LINE245,LOCATION6,11,1,11001,33,10,298,1074
LINE083,LOCATION7,32,59,32059,1,1,1,1083.52
LINE268,LOCATION7,33,59,33059,1,2,66,
LINE075,LOCATION7,34,59,34059,1,3,67,
LINE001,LOCATION7,35,59,35059,1,4,132,
LINE223,LOCATION7,36,59,36059,1,5,133,
LINE017,LOCATION7,37,59,37059,1,6,198,
LINE239,LOCATION7,38,59,38059,1,7,199,1607.98
LINE090,LOCATION7,39,59,39059,1,8,264,
LINE166,LOCATION7,40,59,40059,1,9,265,
LINE141,LOCATION7,41,59,41059,1,10,330,
LINE204,LOCATION7,32,61,32061,2,1,2,
LINE031,LOCATION7,33,61,33061,2,2,65,
LINE207,LOCATION7,34,61,34061,2,3,68,
LINE228,LOCATION7,35,61,35061,2,4,131,1818.02
LINE006,LOCATION7,36,61,36061,2,5,134,1410.38
LINE259,LOCATION7,37,61,37061,2,6,197,
LINE069,LOCATION7,38,61,38061,2,7,200,
LINE197,LOCATION7,39,61,39061,2,8,263,
LINE291,LOCATION7,40,61,40061,2,9,266,1952.97
LINE145,LOCATION7,41,61,41061,2,10,329,796.49
LINE219,LOCATION7,32,63,32063,3,1,3,
LINE263,LOCATION7,33,63,33063,3,2,64,1915.99
LINE168,LOCATION7,34,63,34063,3,3,69,1610.24
LINE282,LOCATION7,35,63,35063,3,4,130,
CHECK04,LOCATION7,36,63,36063,3,5,135,
LINE215,LOCATION7,37,63,37063,3,6,196,1100.19
LINE234,LOCATION7,38,63,38063,3,7,201,
LINE245,LOCATION7,39,63,39063,3,8,262,
LINE205,LOCATION7,40,63,40063,3,9,267,
CHECK04,LOCATION7,41,63,41063,3,10,328,
LINE160,LOCATION7,32,65,32065,4,1,4,
LINE242,LOCATION7,33,65,33065,4,2,63,
LINE130,LOCATION7,34,65,34065,4,3,70,
LINE004,LOCATION7,35,65,35065,4,4,129,
LINE095,LOCATION7,36,65,36065,4,5,136,
LINE254,LOCATION7,37,65,37065,4,6,195,
LINE188,LOCATION7,38,65,38065,4,7,202,
LINE132,LOCATION7,39,65,39065,4,8,261,
LINE230,LOCATION7,40,65,40065,4,9,268,
CHECK04,LOCATION7,41,65,41065,4,10,327,1651.37
LINE269,LOCATION7,32,67,32067,5,1,5,
LINE244,LOCATION7,33,67,33067,5,2,62,1513.67
LINE249,LOCATION7,34,67,34067,5,3,71,
CHECK03,LOCATION7,35,67,35067,5,4,128,2005.02
LINE298,LOCATION7,36,67,36067,5,5,137,1659.29
LINE036,LOCATION7,37,67,37067,5,6,194,2176.44
LINE146,LOCATION7,38,67,38067,5,7,203,
LINE015,LOCATION7,39,67,39067,5,8,260,1385.31
LINE179,LOCATION7,40,67,40067,5,9,269,1298.98
LINE142,LOCATION7,41,67,41067,5,10,326,1434.3
LINE285,LOCATION7,32,69,32069,6,1,6,1746.06
LINE293,LOCATION7,33,69,33069,6,2,61,
LINE241,LOCATION7,34,69,34069,6,3,72,1267.99
LINE085,LOCATION7,35,69,35069,6,4,127,
LINE025,LOCATION7,36,69,36069,6,5,138,
LINE061,LOCATION7,37,69,37069,6,6,193,
LINE216,LOCATION7,38,69,38069,6,7,204,
LINE211,LOCATION7,39,69,39069,6,8,259,
CHECK03,LOCATION7,40,69,40069,6,9,270,
LINE189,LOCATION7,41,69,41069,6,10,325,
LINE054,LOCATION7,32,71,32071,7,1,7,
LINE214,LOCATION7,33,71,33071,7,2,60,
CHECK04,LOCATION7,34,71,34071,7,3,73,
LINE147,LOCATION7,35,71,35071,7,4,126,
LINE199,LOCATION7,36,71,36071,7,5,139,
LINE029,LOCATION7,37,71,37071,7,6,192,
LINE222,LOCATION7,38,71,38071,7,7,205,1676.02
LINE224,LOCATION7,39,71,39071,7,8,258,1675.29
LINE042,LOCATION7,40,71,40071,7,9,271,
LINE092,LOCATION7,41,71,41071,7,10,324,
LINE299,LOCATION7,32,73,32073,8,1,8,
LINE024,LOCATION7,33,73,33073,8,2,59,
LINE170,LOCATION7,34,73,34073,8,3,74,
LINE251,LOCATION7,35,73,35073,8,4,125,
LINE220,LOCATION7,36,73,36073,8,5,140,
LINE094,LOCATION7,37,73,37073,8,6,191,
LINE260,LOCATION7,38,73,38073,8,7,206,
CHECK04,LOCATION7,39,73,39073,8,8,257,
LINE070,LOCATION7,40,73,40073,8,9,272,1155.84
LINE186,LOCATION7,41,73,41073,8,10,323,
LINE058,LOCATION7,32,75,32075,9,1,9,1445.46
CHECK02,LOCATION7,33,75,33075,9,2,58,
LINE012,LOCATION7,34,75,34075,9,3,75,2095.59
LINE100,LOCATION7,35,75,35075,9,4,124,2017.65
LINE286,LOCATION7,36,75,36075,9,5,141,
LINE064,LOCATION7,37,75,37075,9,6,190,1807.42
LINE165,LOCATION7,38,75,38075,9,7,207,1431.49
LINE113,LOCATION7,39,75,39075,9,8,256,
LINE203,LOCATION7,40,75,40075,9,9,273,
LINE002,LOCATION7,41,75,41075,9,10,322,1297.88
LINE195,LOCATION7,32,77,32077,10,1,10,
LINE046,LOCATION7,33,77,33077,10,2,57,
LINE157,LOCATION7,34,77,34077,10,3,76,
LINE256,LOCATION7,35,77,35077,10,4,123,1520.69
LINE247,LOCATION7,36,77,36077,10,5,142,1639.55
LINE196,LOCATION7,37,77,37077,10,6,189,
CHECK02,LOCATION7,38,77,38077,10,7,208,
LINE044,LOCATION7,39,77,39077,10,8,255,
LINE280,LOCATION7,40,77,40077,10,9,274,
LINE144,LOCATION7,41,77,41077,10,10,321,
CHECK04,LOCATION7,32,79,32079,11,1,11,1598.47
LINE008,LOCATION7,33,79,33079,11,2,56,1716.22
LINE272,LOCATION7,34,79,34079,11,3,77,
LINE003,LOCATION7,35,79,35079,11,4,122,
CHECK04,LOCATION7,36,79,36079,11,5,143,
LINE076,LOCATION7,37,79,37079,11,6,188,
LINE143,LOCATION7,38,79,38079,11,7,209,
LINE125,LOCATION7,39,79,39079,11,8,254,
LINE084,LOCATION7,40,79,40079,11,9,275,
LINE102,LOCATION7,41,79,41079,11,10,320,1562.89
LINE119,LOCATION7,32,81,32081,12,1,12,
LINE093,LOCATION7,33,81,33081,12,2,55,
LINE156,LOCATION7,34,81,34081,12,3,78,
LINE078,LOCATION7,35,81,35081,12,4,121,1610.45
LINE162,LOCATION7,36,81,36081,12,5,144,1502.8
CHECK04,LOCATION7,37,81,37081,12,6,187,
LINE016,LOCATION7,38,81,38081,12,7,210,
LINE201,LOCATION7,39,81,39081,12,8,253,
LINE014,LOCATION7,40,81,40081,12,9,276,954.24
LINE060,LOCATION7,41,81,41081,12,10,319,
LINE124,LOCATION7,32,83,32083,13,1,13,
LINE045,LOCATION7,33,83,33083,13,2,54,
LINE127,LOCATION7,34,83,34083,13,3,79,
LINE089,LOCATION7,35,83,35083,13,4,120,
LINE173,LOCATION7,36,83,36083,13,5,145,
LINE252,LOCATION7,37,83,37083,13,6,186,
LINE081,LOCATION7,38,83,38083,13,7,211,1308.56
LINE082,LOCATION7,39,83,39083,13,8,252,
LINE037,LOCATION7,40,83,40083,13,9,277,
LINE052,LOCATION7,41,83,41083,13,10,318,
LINE184,LOCATION7,32,85,32085,14,1,14,
LINE191,LOCATION7,33,85,33085,14,2,53,
LINE056,LOCATION7,34,85,34085,14,3,80,1616.14
LINE238,LOCATION7,35,85,35085,14,4,119,
CHECK02,LOCATION7,36,85,36085,14,5,146,
LINE051,LOCATION7,37,85,37085,14,6,185,
LINE206,LOCATION7,38,85,38085,14,7,212,
LINE266,LOCATION7,39,85,39085,14,8,251,
LINE067,LOCATION7,40,85,40085,14,9,278,
LINE032,LOCATION7,41,85,41085,14,10,317,
LINE140,LOCATION7,32,87,32087,15,1,15,1620.99
LINE294,LOCATION7,33,87,33087,15,2,52,
LINE221,LOCATION7,34,87,34087,15,3,81,1458.45
LINE276,LOCATION7,35,87,35087,15,4,118,1816.49
LINE111,LOCATION7,36,87,36087,15,5,147,
LINE068,LOCATION7,37,87,37087,15,6,184,1320.66
LINE043,LOCATION7,38,87,38087,15,7,213,
LINE271,LOCATION7,39,87,39087,15,8,250,
LINE040,LOCATION7,40,87,40087,15,9,279,
CHECK02,LOCATION7,41,87,41087,15,10,316,
LINE292,LOCATION7,32,89,32089,16,1,16,
LINE208,LOCATION7,33,89,33089,16,2,51,1538.53
LINE022,LOCATION7,34,89,34089,16,3,82,
CHECK04,LOCATION7,35,89,35089,16,4,117,
LINE137,LOCATION7,36,89,36089,16,5,148,1646.85
LINE290,LOCATION7,37,89,37089,16,6,183,
LINE187,LOCATION7,38,89,38089,16,7,214,
LINE086,LOCATION7,39,89,39089,16,8,249,
LINE128,LOCATION7,40,89,40089,16,9,280,1804.11
LINE118,LOCATION7,41,89,41089,16,10,315,
LINE243,LOCATION7,32,91,32091,17,1,17,
LINE023,LOCATION7,33,91,33091,17,2,50,
